"id","change_attributes_block_ids","change_targetasrobject_id","change_targetasrobject_origin","change_targetasrobject_destination","change_targetasrobject_flightnumber","change_targetasrobject_carrier","change_targetasrobject_scheduledbase","timestamp1","source","actiontag","event_id","event_type","event_category","event_author","eventcreated","change_id","change_source","changetimestamp","scheduledstart","scheduledend","change_attributes_last_aircraft_assigned","eobt","eibt","change_attributes_last_delay_applied","change_attributes_last_delay_on_arrival_applied"
"MECH-QLK_AOG_VHYQY_190401T06:23__MGHvKTA",,"QF_6202_PHE_PER_19-04-01","PHE","PER","6202","QF","","2019-04-01 09:46:52.000","gui:202726:actiontag:Create Flight-Leg~!~6202~!~VHYQY~!~Local__Zj4yzCg","Create Flight-Leg","MECH-QLK_AOG_VHYQY_190401T06:23","AOG","MECH-QLK","202726","2019-04-01 06:23:00.000","QF_6202_PHE_PER_19-04-01__IE-fXtI","gui:202726:actiontag:Create Flight-Leg~!~6202~!~VHYQY~!~Local__Zj4yzCg","2019-04-01 09:45:44.000","2019-04-01 10:45:00.000","2019-04-01 12:50:00.000","",,,,
"MECH-QLK_AOG_VHQOH_190328T16:11__osjZ-SA",,"QF_6671_BNE_SYD_19-04-03","BNE","SYD","6671","QF","","2019-04-01 08:28:39.000","gui:179575:actiontag:Create Flight-Leg~!~6671~!~VHQOS~!~Local__QeoBoyQ","Create Flight-Leg","MECH-QLK_AOG_VHQOH_190328T16:11","AOG","MECH-QLK","108658","2019-03-28 16:11:50.000","QF_6671_BNE_SYD_19-04-03__lBkBVIo","gui:179575:actiontag:Create Flight-Leg~!~6671~!~VHQOS~!~Local__QeoBoyQ","2019-04-01 08:28:13.000","2019-04-03 05:00:00.000","2019-04-03 06:50:00.000","",,,,
"MECH-QLK_AOG_VHNHV_190401T03:20__M-YGFAY",,"QF_6681_KTA_PER_19-04-02","KTA","PER","6681","QF","","2019-04-01 06:09:56.000","gui:202726:actiontag:Create Flight-Leg~!~6681~!~VHNHV~!~Local__HOII5xU","Create Flight-Leg","MECH-QLK_AOG_VHNHV_190401T03:20","AOG","MECH-QLK","202726","2019-04-01 03:20:51.000","QF_6681_KTA_PER_19-04-02__MLm48rk","gui:202726:actiontag:Create Flight-Leg~!~6681~!~VHNHV~!~Local__HOII5xU","2019-04-01 06:09:11.000","2019-04-02 02:00:00.000","2019-04-02 04:05:00.000","",,,,
"MECH-QLK_AOG_VHLQJ_190401T03:18__THwmhZI",,"QF_6671_CNS_BNE_19-04-01","CNS","BNE","6671","QF","","2019-04-01 03:24:57.000","gui:179575:actiontag:Create Flight-Leg~!~6671~!~VHQOU~!~Local__QX4pB1U","Create Flight-Leg","MECH-QLK_AOG_VHLQJ_190401T03:18","AOG","MECH-QLK","179575","2019-04-01 03:18:26.000","QF_6671_CNS_BNE_19-04-01__SK_tlwc","gui:179575:actiontag:Create Flight-Leg~!~6671~!~VHQOU~!~Local__QX4pB1U","2019-04-01 03:23:07.000","2019-04-01 05:00:00.000","2019-04-01 07:45:00.000","",,,,
"MECH-QLK_AOG_VHLQH_190103T02:40__hQwCkA4",,"QF_6670_EMD_BNE_19-01-03","EMD","BNE","6670","QF","","2019-01-03 03:39:36.000","gui:cre27:actiontag:Create Flight-Leg~!~6670~!~VHLQH~!~Local__NfmM7BY","Create Flight-Leg","MECH-QLK_AOG_VHLQH_190103T02:40","AOG","MECH-QLK","cre27","2019-01-03 02:40:56.000","QF_6670_EMD_BNE_19-01-03__Li5S9do","gui:cre27:actiontag:Create Flight-Leg~!~6670~!~VHLQH~!~Local__NfmM7BY","2019-01-03 03:39:31.000","2019-01-03 07:15:00.000","2019-01-03 08:40:00.000","",,,,
"MECH-QLK_AOG_VHQOA_190102T01:50__qLT9lgc",,"QF_6711_SYD_MEL_19-01-02","SYD","MEL","6711","QF","","2019-01-02 03:34:28.000","gui:187514:actiontag:Create Flight-Leg~!~6711~!~VHQOJ~!~Local__k7IRMzM","Create Flight-Leg","MECH-QLK_AOG_VHQOA_190102T01:50","AOG","MECH-QLK","cre27","2019-01-02 01:50:49.000","QF_6711_SYD_MEL_19-01-02__3SEXrsA","gui:187514:actiontag:Create Flight-Leg~!~6711~!~VHQOJ~!~Local__k7IRMzM","2019-01-02 03:33:55.000","2019-01-02 06:15:00.000","2019-01-02 07:55:00.000","",,,,
"MECH-QLK_AOG_VHQOA_190102T01:50__8YFpFmw",,"QF_6712_MEL_SYD_19-01-03","MEL","SYD","6712","QF","","2019-01-02 08:15:57.000","gui:cre27:actiontag:Create Flight-Leg~!~6712~!~VHQOA~!~Local__0u0D4p0","Create Flight-Leg","MECH-QLK_AOG_VHQOA_190102T01:50","AOG","MECH-QLK","cre27","2019-01-02 01:50:49.000","QF_6712_MEL_SYD_19-01-03__5o1Euc4","gui:cre27:actiontag:Create Flight-Leg~!~6712~!~VHQOA~!~Local__0u0D4p0","2019-01-02 08:15:45.000","2019-01-02 22:00:00.000","2019-01-02 23:40:00.000","",,,,
"MECH-QLK_AOG_VHNHK_190103T00:51__8FyRMY4",,"QF_6681_PHE_PER_19-01-03","PHE","PER","6681","QF","","2019-01-03 00:51:18.000","gui:196475:actiontag:Create Flight-Leg~!~6681~!~VHNHK~!~Local__ccuFUbQ","Create Flight-Leg","MECH-QLK_AOG_VHNHK_190103T00:51","AOG","MECH-QLK","196475","2019-01-03 00:51:07.000","QF_6681_PHE_PER_19-01-03__ekU8plA","gui:196475:actiontag:Create Flight-Leg~!~6681~!~VHNHK~!~Local__ccuFUbQ","2019-01-03 00:50:23.000","2019-01-03 01:25:00.000","2019-01-03 03:30:00.000","",,,,
"MECH-QLK_MAINT_VHTQX_190101T09:33__uSFUGBg",,"QF_6710_SYD_TMW_19-01-03","SYD","TMW","6710","QF","","2019-01-02 02:01:36.000","gui:lka15:actiontag:Create Flight-Leg~!~6710~!~VHTQX~!~Local__fRzJPYU","Create Flight-Leg","MECH-QLK_MAINT_VHTQX_190101T09:33","MAINT","MECH-QLK","187514","2019-01-01 09:33:05.000","QF_6710_SYD_TMW_19-01-03__Oq9gCkg","gui:lka15:actiontag:Create Flight-Leg~!~6710~!~VHTQX~!~Local__fRzJPYU","2019-01-02 02:01:09.000","2019-01-02 21:00:00.000","2019-01-02 22:15:00.000","",,,,
"MECH-QLK_AOG_VHQOI_190103T04:13__59fw8lE",,"QF_6671_BNE_SYD_19-01-04","BNE","SYD","6671","QF","","2019-01-03 07:11:27.000","gui:cre27:actiontag:Create Flight-Leg~!~6671~!~VHQOP~!~Local__vWXOEdY","Create Flight-Leg","MECH-QLK_AOG_VHQOI_190103T04:13","AOG","MECH-QLK","cre27","2019-01-03 04:13:48.000","QF_6671_BNE_SYD_19-01-04__x03_TsU","gui:cre27:actiontag:Create Flight-Leg~!~6671~!~VHQOP~!~Local__vWXOEdY","2019-01-03 07:11:22.000","2019-01-04 00:00:00.000","2019-01-04 01:50:00.000","",,,,
"MECH_MAINT_VHVXL_190308T04:17__joCBUUU",,"QF_6116_SYD_MEL_19-03-09","SYD","MEL","6116","QF","","2019-03-08 07:40:46.000","gui:mhi01:actiontag:Create Flight-Leg~!~6116~!~VHVXH~!~Local__OQjJSEA","Create Flight-Leg","MECH_MAINT_VHVXL_190308T04:17","MAINT","MECH","kpa49","2019-03-08 04:17:28.000","QF_6116_SYD_MEL_19-03-09__jxeUjW4","gui:mhi01:actiontag:Create Flight-Leg~!~6116~!~VHVXH~!~Local__OQjJSEA","2019-03-08 07:35:46.000","2019-03-08 21:30:00.000","2019-03-08 23:05:00.000","",,,,
"OPER-QLK_Other_190124T21:24__6fzn91s",,"QF_6670_BNE_CNS_19-01-25","BNE","CNS","6670","QF","","2019-01-24 21:24:55.000","gui:210336:actiontag:Create Flight-Leg~!~6670~!~VHQON~!~Local__kxd2F1w","Create Flight-Leg","OPER-QLK_Other_190124T21:24","Other","OPER-QLK","210336","2019-01-24 21:24:51.000","QF_6670_BNE_CNS_19-01-25__nMV5Ch8","gui:210336:actiontag:Create Flight-Leg~!~6670~!~VHQON~!~Local__kxd2F1w","2019-01-24 21:24:19.000","2019-01-25 04:05:00.000","2019-01-25 06:50:00.000","",,,,
"MECH-QLK_AOG_VHNHF_190602T19:13__3CTWjDs",,"QF_6681_ZNE_PER_19-06-04","ZNE","PER","6681","QF","","2019-06-03 22:26:38.000","gui:612184:actiontag:Create Flight-Leg~!~6681~!~VHNHF~!~Local__8mu6Fm4","Create Flight-Leg","MECH-QLK_AOG_VHNHF_190602T19:13","AOG","MECH-QLK","210469","2019-06-02 19:13:35.000","QF_6681_ZNE_PER_19-06-04__XkwPe9Y","gui:612184:actiontag:Create Flight-Leg~!~6681~!~VHNHF~!~Local__8mu6Fm4","2019-06-03 22:26:18.000","2019-06-04 09:00:00.000","2019-06-04 10:45:00.000","",,,,
"MECH_MAINT_VHEBF_190120T16:39__JLzg8nA",,"QF_6131_BNE_MEL_19-01-21","BNE","MEL","6131","QF","","2019-01-20 23:12:09.000","gui:mhi01:actiontag:Create Flight-Leg~!~6131~!~VHEBF~!~Local__DfWVj1o","Create Flight-Leg","MECH_MAINT_VHEBF_190120T16:39","MAINT","MECH","scr11","2019-01-20 16:39:26.000","QF_6131_BNE_MEL_19-01-21__oqS-PF4","gui:mhi01:actiontag:Create Flight-Leg~!~6131~!~VHEBF~!~Local__DfWVj1o","2019-01-20 23:10:46.000","2019-01-21 06:00:00.000","2019-01-21 08:15:00.000","",,,,
"MECH-QLK_AOG_VHLQQ_190119T00:50__Mhxrg5g",,"QF_6671_HID_CNS_19-01-20","HID","CNS","6671","QF","","2019-01-19 05:20:55.000","gui:211872:actiontag:Create Flight-Leg~!~6671~!~VHLQQ~!~Local___aRcJx4","Create Flight-Leg","MECH-QLK_AOG_VHLQQ_190119T00:50","AOG","MECH-QLK","211872","2019-01-19 00:50:17.000","QF_6671_HID_CNS_19-01-20__mUGnm1E","gui:211872:actiontag:Create Flight-Leg~!~6671~!~VHLQQ~!~Local___aRcJx4","2019-01-19 05:20:22.000","2019-01-19 21:30:00.000","2019-01-19 23:10:00.000","",,,,
"OPER_MEDA_QF_1011_MEL_HBA_19-01-20_190119T21:15__w_jXjnA",,"QF_6117_SYD_MEL_19-01-20","SYD","MEL","6117","QF","","2019-01-20 04:04:01.000","gui:mhi01:actiontag:Create Flight-Leg~!~6117~!~VHVZR~!~Local__P4-rO80","Create Flight-Leg","OPER_MEDA_QF_1011_MEL_HBA_19-01-20_190119T21:15","MEDA","OPER","dba12","2019-01-19 21:15:42.000","QF_6117_SYD_MEL_19-01-20__aRZoNFg","gui:mhi01:actiontag:Create Flight-Leg~!~6117~!~VHVZR~!~Local__P4-rO80","2019-01-20 04:02:52.000","2019-01-20 06:35:00.000","2019-01-20 08:10:00.000","",,,,
"OPER-QLK_MVT_190525T07:54__7qyY5X4",,"QF_6682_PER_XSP_19-06-01","PER","XSP","6682","QF","","2019-05-25 07:54:38.000","gui:622986:actiontag:Create Flight-Leg~!~6682~!~VHVQS~!~Local__hAFmxeI","Create Flight-Leg","OPER-QLK_MVT_190525T07:54","MVT","OPER-QLK","622986","2019-05-25 07:54:36.000","QF_6682_PER_XSP_19-06-01__zPVAOM8","gui:622986:actiontag:Create Flight-Leg~!~6682~!~VHVQS~!~Local__hAFmxeI","2019-05-25 07:53:41.000","2019-05-31 22:30:00.000","2019-06-01 04:30:00.000","",,,,
"WX-QLK_Low-Vis_DPO_190206T22:37__GW5KDA0",,"QF_6712_LST_MEL_19-02-07","LST","MEL","6712","QF","","2019-02-06 22:42:19.000","gui:179575:actiontag:Create Flight-Leg~!~6712~!~VHLQH~!~Local__9D9IGFc","Create Flight-Leg","WX-QLK_Low-Vis_DPO_190206T22:37","Low-Vis","WX-QLK","179575","2019-02-06 22:37:40.000","QF_6712_LST_MEL_19-02-07__xtPEPYs","gui:179575:actiontag:Create Flight-Leg~!~6712~!~VHLQH~!~Local__9D9IGFc","2019-02-06 22:42:09.000","2019-02-06 23:15:00.000","2019-02-07 00:30:00.000","",,,,
"MECH-QLK_MAINT_VHVQS_190218T05:48__f5nO2WU",,"QF_6681_KTA_PER_19-02-19","KTA","PER","6681","QF","","2019-02-18 05:53:26.000","gui:202726:actiontag:Create Flight-Leg~!~6681~!~VHVQU~!~Local__ZQ355Gs","Create Flight-Leg","MECH-QLK_MAINT_VHVQS_190218T05:48","MAINT","MECH-QLK","202726","2019-02-18 05:48:21.000","QF_6681_KTA_PER_19-02-19__KZnh-yI","gui:202726:actiontag:Create Flight-Leg~!~6681~!~VHVQU~!~Local__ZQ355Gs","2019-02-18 05:52:59.000","2019-02-19 01:00:00.000","2019-02-19 03:00:00.000","",,,,
"PLAN-QLK_ALL_190108T21:06__iQuC4s4",,"QF_6202_ADL_BNE_19-01-09","ADL","BNE","6202","QF","","2019-01-08 23:58:40.000","gui:202726:actiontag:Create Flight-Leg~!~6202~!~VHNXJ~!~Local__R2lFfXk","Create Flight-Leg","PLAN-QLK_ALL_190108T21:06","ALL","PLAN-QLK","198168","2019-01-08 21:06:18.000","QF_6202_ADL_BNE_19-01-09__lEL9vIk","gui:202726:actiontag:Create Flight-Leg~!~6202~!~VHNXJ~!~Local__R2lFfXk","2019-01-08 23:56:50.000","2019-01-09 07:30:00.000","2019-01-09 09:50:00.000","",,,,
"PLAN-QLK_ALL_190108T21:06__dO-7SQI",,"QF_6200_ADL_BNE_19-01-10","ADL","BNE","6200","QF","","2019-01-09 12:48:07.000","gui:622148:actiontag:Create Flight-Leg~!~6200~!~VHNXJ~!~Local__fAOC2sY","Create Flight-Leg","PLAN-QLK_ALL_190108T21:06","ALL","PLAN-QLK","198168","2019-01-08 21:06:18.000","QF_6200_ADL_BNE_19-01-10__o-73HUc","gui:622148:actiontag:Create Flight-Leg~!~6200~!~VHNXJ~!~Local__fAOC2sY","2019-01-09 12:48:02.000","2019-01-10 02:30:00.000","2019-01-10 04:50:00.000","",,,,
"OPER_ATC_MEL_190128T23:30__uJIOmFI",,"QF_6115_PER_MEL_19-02-01","PER","MEL","6115","QF","","2019-01-29 09:36:02.000","gui:scr11:actiontag:Create Flight-Leg~!~6115~!~VHVZZ~!~Local__TaZ7mzk","Create Flight-Leg","OPER_ATC_MEL_190128T23:30","ATC","OPER","319288","2019-01-28 23:30:44.000","QF_6115_PER_MEL_19-02-01__gLydyrk","gui:scr11:actiontag:Create Flight-Leg~!~6115~!~VHVZZ~!~Local__TaZ7mzk","2019-01-29 09:34:58.000","2019-02-01 00:00:00.000","2019-02-01 03:30:00.000","",,,,
"OPER-QLK_Other_190107T05:44__MCfT5Xk",,"QF_6711_TMW_SYD_19-01-09","TMW","SYD","6711","QF","","2019-01-07 07:13:36.000","gui:210336:actiontag:Create Flight-Leg~!~6711~!~VHSBV~!~Local__vQyutwM","Create Flight-Leg","OPER-QLK_Other_190107T05:44","Other","OPER-QLK","210336","2019-01-07 05:44:42.000","QF_6711_TMW_SYD_19-01-09__fVLJnAM","gui:210336:actiontag:Create Flight-Leg~!~6711~!~VHSBV~!~Local__vQyutwM","2019-01-07 07:13:17.000","2019-01-08 23:30:00.000","2019-01-09 00:45:00.000","",,,,
"PLAN-QLK_ALL_190302T06:59__tND-aOo",,"QF_6117_ADL_MEL_19-03-03","ADL","MEL","6117","QF","","2019-03-02 17:41:00.000","gui:scr11:actiontag:Create Flight-Leg~!~6117~!~VHVZE~!~Local__aBdQ9x8","Create Flight-Leg","PLAN-QLK_ALL_190302T06:59","ALL","PLAN-QLK","176171","2019-03-02 06:59:09.000","QF_6117_ADL_MEL_19-03-03__ZA2ukeM","gui:scr11:actiontag:Create Flight-Leg~!~6117~!~VHVZE~!~Local__aBdQ9x8","2019-03-02 17:40:56.000","2019-03-03 02:15:00.000","2019-03-03 03:35:00.000","",,,,
"MECH_AOG_VHXZO_190301T03:08__BN-5G8k",,"QF_6101_PER_BNE_19-03-04","PER","BNE","6101","QF","","2019-03-02 22:20:38.000","gui:319288:actiontag:Create Flight-Leg~!~6101~!~VHXZO~!~Local__0LY_uCg","Create Flight-Leg","MECH_AOG_VHXZO_190301T03:08","AOG","MECH","aco53","2019-03-01 03:08:58.000","QF_6101_PER_BNE_19-03-04__OeuA1bE","gui:319288:actiontag:Create Flight-Leg~!~6101~!~VHXZO~!~Local__0LY_uCg","2019-03-02 22:19:51.000","2019-03-03 23:00:00.000","2019-03-04 03:20:00.000","",,,,
"OPER-QLK_FA_QF_2307_CNS_TSV_19-02-21_190220T23:42__Wd66a_I",,"QF_6671_CNS_TSV_19-02-21","CNS","TSV","6671","QF","","2019-02-20 23:42:30.000","gui:cpe97:actiontag:Create Flight-Leg~!~6671~!~VHQOU~!~Local___3XgpDs","Create Flight-Leg","OPER-QLK_FA_QF_2307_CNS_TSV_19-02-21_190220T23:42","FA","OPER-QLK","cpe97","2019-02-20 23:42:28.000","QF_6671_CNS_TSV_19-02-21__obJMuPM","gui:cpe97:actiontag:Create Flight-Leg~!~6671~!~VHQOU~!~Local___3XgpDs","2019-02-20 23:41:49.000","2019-02-21 04:25:00.000","2019-02-21 05:20:00.000","",,,,
"MECH-QLK_AOG_VHTQH_190427T04:36__qp5-O48",,"QF_6710_CBR_SYD_19-04-28","CBR","SYD","6710","QF","","2019-04-27 06:04:52.000","gui:cpe97:actiontag:Create Flight-Leg~!~6710~!~VHTQZ~!~Local__E2iK2tE","Create Flight-Leg","MECH-QLK_AOG_VHTQH_190427T04:36","AOG","MECH-QLK","cpe97","2019-04-27 04:36:41.000","QF_6710_CBR_SYD_19-04-28__r6Cvmok","gui:cpe97:actiontag:Create Flight-Leg~!~6710~!~VHTQZ~!~Local__E2iK2tE","2019-04-27 06:04:46.000","2019-04-28 01:00:00.000","2019-04-28 01:55:00.000","",,,,
"MECH-QLK_AOG_VHTQH_190427T04:36__DP-wpdw",,"QF_6715_DBO_SYD_19-04-27","DBO","SYD","6715","QF","","2019-04-27 04:36:45.000","gui:cpe97:actiontag:Create Flight-Leg~!~6715~!~VHTQH~!~Local__MI0gQqY","Create Flight-Leg","MECH-QLK_AOG_VHTQH_190427T04:36","AOG","MECH-QLK","cpe97","2019-04-27 04:36:41.000","QF_6715_DBO_SYD_19-04-27__HeFIaf4","gui:cpe97:actiontag:Create Flight-Leg~!~6715~!~VHTQH~!~Local__MI0gQqY","2019-04-27 04:35:40.000","2019-04-27 07:30:00.000","2019-04-27 08:50:00.000","",,,,
"MECH-QLK_MAINT_VHYQW_190521T04:19__mJOG87s",,"QF_6681_BME_PER_19-05-21","BME","PER","6681","QF","","2019-05-21 06:10:40.000","gui:197721:actiontag:Create Flight-Leg~!~6681~!~VHNHG~!~Local__-XYUS1M","Create Flight-Leg","MECH-QLK_MAINT_VHYQW_190521T04:19","MAINT","MECH-QLK","197721","2019-05-21 04:19:32.000","QF_6681_BME_PER_19-05-21__F3oO9KI","gui:197721:actiontag:Create Flight-Leg~!~6681~!~VHNHG~!~Local__-XYUS1M","2019-05-21 06:10:29.000","2019-05-21 09:00:00.000","2019-05-21 11:40:00.000","",,,,
"MECH-QLK_AOG_VHNHG_190521T01:39__ZpJ_KvA",,"QF_6680_ZNE_BME_19-05-21","ZNE","BME","6680","QF","","2019-05-21 01:39:34.000","gui:196474:actiontag:Create Flight-Leg~!~6680~!~VHVQS~!~Local__5X6kn1o","Create Flight-Leg","MECH-QLK_AOG_VHNHG_190521T01:39","AOG","MECH-QLK","196474","2019-05-21 01:39:26.000","QF_6680_ZNE_BME_19-05-21__Kly1QpU","gui:196474:actiontag:Create Flight-Leg~!~6680~!~VHVQS~!~Local__5X6kn1o","2019-05-21 01:33:02.000","2019-05-21 02:00:00.000","2019-05-21 03:30:00.000","",,,,
"OPER_NON-REPORT_190303T20:39__rRH8iM0",,"QF_6112_BNE_SYD_19-03-05","BNE","SYD","6112","QF","","2019-03-04 13:11:10.000","gui:rdo53:actiontag:Create Flight-Leg~!~6112~!~VHXZN~!~Local__dnla3-s","Create Flight-Leg","OPER_NON-REPORT_190303T20:39","NON-REPORT","OPER","kpa49","2019-03-03 20:39:48.000","QF_6112_BNE_SYD_19-03-05__Gm0Dvo0","gui:rdo53:actiontag:Create Flight-Leg~!~6112~!~VHXZN~!~Local__dnla3-s","2019-03-04 12:38:13.000","2019-03-04 23:15:00.000","2019-03-05 00:50:00.000","",,,,
"MECH-QLK_AOG_VHVQU_190113T02:08__i0VJJ8A",,"QF_6681_MEL_PER_19-01-14","MEL","PER","6681","QF","","2019-01-13 21:47:03.000","gui:202726:actiontag:Create Flight-Leg~!~6681~!~VHVQU~!~Local__aHrYOys","Create Flight-Leg","MECH-QLK_AOG_VHVQU_190113T02:08","AOG","MECH-QLK","197721","2019-01-13 02:08:29.000","QF_6681_MEL_PER_19-01-14__cAwnVHg","gui:202726:actiontag:Create Flight-Leg~!~6681~!~VHVQU~!~Local__aHrYOys","2019-01-13 21:41:52.000","2019-01-14 08:25:00.000","2019-01-14 12:35:00.000","",,,,
"MECH-QLK_AOG_VHQON_190125T04:39__2MZVT94",,"QF_6670_BNE_CNS_19-01-25_1","BNE","CNS","6670","QF","","2019-01-25 04:39:04.000","gui:cpe97:actiontag:GroundReturn Flight-Leg~!~6670~!~BNE~!~Local__bo85ykw","GroundReturn Flight-Leg","MECH-QLK_AOG_VHQON_190125T04:39","AOG","MECH-QLK","cpe97","2019-01-25 04:39:00.000","QF_6670_BNE_CNS_19-01-25__G1q9Wd0","gui:cpe97:actiontag:GroundReturn Flight-Leg~!~6670~!~BNE~!~Local__bo85ykw","2019-01-25 04:38:10.000","2019-01-25 04:05:00.000","2019-01-25 06:50:00.000","VHQON","2019-01-25 04:05:00.000","2019-01-25 06:47:00.000","5",
"MECH_MAINT_VHVZC_190506T12:32__F58Lfcg",,"QF_6113_BNE_SYD_19-05-08","BNE","SYD","6113","QF","","2019-05-06 12:33:51.000","gui:scr11:actiontag:Create Flight-Leg~!~6113~!~VHVXQ~!~Local__3cDaxQ0","Create Flight-Leg","MECH_MAINT_VHVZC_190506T12:32","MAINT","MECH","scr11","2019-05-06 12:32:08.000","QF_6113_BNE_SYD_19-05-08___QqRrVI","gui:scr11:actiontag:Create Flight-Leg~!~6113~!~VHVXQ~!~Local__3cDaxQ0","2019-05-06 12:33:08.000","2019-05-08 02:00:00.000","2019-05-08 03:35:00.000","",,,,
"MECH-QLK_AOG_VHTQH_190505T09:46__dvrZ2M8",,"QF_6710_BXG_SYD_19-05-07","BXG","SYD","6710","QF","","2019-05-07 00:39:17.000","gui:179598:actiontag:Create Flight-Leg~!~6710~!~VHTQH~!~Local__xeGdInQ","Create Flight-Leg","MECH-QLK_AOG_VHTQH_190505T09:46","AOG","MECH-QLK","179598","2019-05-05 09:46:33.000","QF_6710_BXG_SYD_19-05-07__Z6d52MY","gui:179598:actiontag:Create Flight-Leg~!~6710~!~VHTQH~!~Local__xeGdInQ","2019-05-07 00:38:55.000","2019-05-07 10:15:00.000","2019-05-07 12:05:00.000","",,,,
"MECH-QLK_AOG_VHNHF_190301T04:35__idBsbYY",,"QF_6680_PER_SLJ_19-03-01","PER","SLJ","6680","QF","","2019-03-01 04:35:09.000","gui:612184:actiontag:Create Flight-Leg~!~6680~!~VHNHN~!~Local__DaYKinA","Create Flight-Leg","MECH-QLK_AOG_VHNHF_190301T04:35","AOG","MECH-QLK","612184","2019-03-01 04:35:04.000","QF_6680_PER_SLJ_19-03-01__BHaxrtI","gui:612184:actiontag:Create Flight-Leg~!~6680~!~VHNHN~!~Local__DaYKinA","2019-03-01 04:21:03.000","2019-03-01 07:30:00.000","2019-03-01 09:20:00.000","",,,,
"PLAN_OPER_190228T19:20__JzIneW0",,"QF_6115_SYD_PER_19-03-02","SYD","PER","6115","QF","","2019-03-01 03:53:24.000","gui:aco53:actiontag:Create Flight-Leg~!~6115~!~VHXZO~!~Local__rRRpzAI","Create Flight-Leg","PLAN_OPER_190228T19:20","OPER","PLAN","aco53","2019-02-28 19:20:17.000","QF_6115_SYD_PER_19-03-02__wb8Ktas","gui:aco53:actiontag:Create Flight-Leg~!~6115~!~VHXZO~!~Local__rRRpzAI","2019-03-01 02:28:53.000","2019-03-01 19:30:00.000","2019-03-02 00:35:00.000","",,,,
"OPER_NON-REPORT_190601T00:31__TZRPRJk",,"QF_6201_CNS_BNE_19-06-02","CNS","BNE","6201","QF","","2019-06-01 02:29:42.000","gui:196474:actiontag:Create Flight-Leg~!~6201~!~VHYQS~!~Local__B2PyRXk","Create Flight-Leg","OPER_NON-REPORT_190601T00:31","NON-REPORT","OPER","kpa49","2019-06-01 00:31:35.000","QF_6201_CNS_BNE_19-06-02__1SNDYJo","gui:196474:actiontag:Create Flight-Leg~!~6201~!~VHYQS~!~Local__B2PyRXk","2019-06-01 02:25:38.000","2019-06-02 00:00:00.000","2019-06-02 02:10:00.000","",,,,
"MECH-QLK_AOG_VHQOM_190531T00:56__d2ug00o",,"QF_6670_SYD_CNS_19-06-02","SYD","CNS","6670","QF","","2019-06-01 21:31:42.000","gui:cpe97:actiontag:Create Flight-Leg~!~6670~!~VHQOA~!~Local___MGZkIU","Create Flight-Leg","MECH-QLK_AOG_VHQOM_190531T00:56","AOG","MECH-QLK","cre27","2019-05-31 00:56:26.000","QF_6670_SYD_CNS_19-06-02__4LFTwqU","gui:cpe97:actiontag:Create Flight-Leg~!~6670~!~VHQOA~!~Local___MGZkIU","2019-06-01 21:30:03.000","2019-06-02 07:30:00.000","2019-06-02 12:10:00.000","",,,,
"MECH-QLK_AOG_VHLQJ_190527T05:09__8CXAvaE",,"QF_6710_CBR_SYD_19-05-29","CBR","SYD","6710","QF","","2019-05-28 06:17:32.000","gui:cre27:actiontag:Create Flight-Leg~!~6710~!~VHLQJ~!~Local__-VqFEhM","Create Flight-Leg","MECH-QLK_AOG_VHLQJ_190527T05:09","AOG","MECH-QLK","196384","2019-05-27 05:09:41.000","QF_6710_CBR_SYD_19-05-29__j-bsKSo","gui:cre27:actiontag:Create Flight-Leg~!~6710~!~VHLQJ~!~Local__-VqFEhM","2019-05-28 06:17:03.000","2019-05-28 21:30:00.000","2019-05-28 22:25:00.000","",,,,
"WX-QLK_Low-Vis_ABX_190528T00:53__Rb-2h9o",,"QF_6714_WGA_SYD_19-05-28","WGA","SYD","6714","QF","","2019-05-28 02:03:14.000","gui:179575:actiontag:Create Flight-Leg~!~6714~!~VHQOD~!~Local__lXm4RKE","Create Flight-Leg","WX-QLK_Low-Vis_ABX_190528T00:53","Low-Vis","WX-QLK","196384","2019-05-28 00:53:30.000","QF_6714_WGA_SYD_19-05-28__fhXbJcE","gui:179575:actiontag:Create Flight-Leg~!~6714~!~VHQOD~!~Local__lXm4RKE","2019-05-28 02:02:04.000","2019-05-28 03:00:00.000","2019-05-28 04:05:00.000","",,,,
"MECH-QLK_AOG_VHLQJ_190527T05:09__zEOECxs",,"QF_6712_CBR_SYD_19-05-29","CBR","SYD","6712","QF","","2019-05-28 23:18:13.000","gui:179575:actiontag:Create Flight-Leg~!~6712~!~VHLQJ~!~Local__JmgJuTQ","Create Flight-Leg","MECH-QLK_AOG_VHLQJ_190527T05:09","AOG","MECH-QLK","196384","2019-05-27 05:09:41.000","QF_6712_CBR_SYD_19-05-29___rQBras","gui:179575:actiontag:Create Flight-Leg~!~6712~!~VHLQJ~!~Local__JmgJuTQ","2019-05-28 23:18:04.000","2019-05-29 06:30:00.000","2019-05-29 07:25:00.000","",,,,
