"id","change_attributes_block_ids","change_targetasrobject_id","change_targetasrobject_origin","change_targetasrobject_destination","change_targetasrobject_flightnumber","change_targetasrobject_carrier","change_targetasrobject_scheduledbase","timestamp1","source","actiontag","event_id","event_type","event_category","event_author","eventcreated","change_id","change_source","changetimestamp","scheduledstart","scheduledend","change_attributes_last_aircraft_assigned","eobt","eibt","change_attributes_last_delay_applied","change_attributes_last_delay_on_arrival_applied"
"OPER-QLK_MVT_190530T22:04__GdE1uDA",,"QF_6670_TSV_CNS_19-05-31","TSV","CNS","6670","QF","","2019-05-30 22:19:44.000","gui:202727:actiontag:Create Flight-Leg~!~6670~!~VHLQB~!~Local__KrwmWDw","Create Flight-Leg","OPER-QLK_MVT_190530T22:04","MVT","OPER-QLK","202727","2019-05-30 22:04:09.000","QF_6670_TSV_CNS_19-05-31__jyke6Fo","gui:202727:actiontag:Create Flight-Leg~!~6670~!~VHLQB~!~Local__KrwmWDw","2019-05-30 22:19:26.000","2019-05-30 22:40:00.000","2019-05-30 23:30:00.000","",,,,
"OPER-QLK_MVT_190426T02:41__8E-IXSM",,"QF_6711_SYD_CBR_19-04-28","SYD","CBR","6711","QF","","2019-04-27 06:52:46.000","gui:cpe97:actiontag:Create Flight-Leg~!~6711~!~VHLQG~!~Local__tMKDPrs","Create Flight-Leg","OPER-QLK_MVT_190426T02:41","MVT","OPER-QLK","cpe97","2019-04-26 02:41:57.000","QF_6711_SYD_CBR_19-04-28__Gz-c15M","gui:cpe97:actiontag:Create Flight-Leg~!~6711~!~VHLQG~!~Local__tMKDPrs","2019-04-27 06:52:26.000","2019-04-27 22:00:00.000","2019-04-27 22:55:00.000","",,,,
"OPER-QLK_Other_190123T02:45__bKUaPqo",,"QF_6711_SYD_TMW_19-01-27","SYD","TMW","6711","QF","","2019-01-23 03:07:22.000","gui:cre27:actiontag:Create Flight-Leg~!~6711~!~VHTQZ~!~Local__lcVJrjs","Create Flight-Leg","OPER-QLK_Other_190123T02:45","Other","OPER-QLK","cre27","2019-01-23 02:45:17.000","QF_6711_SYD_TMW_19-01-27__N78qX-Y","gui:cre27:actiontag:Create Flight-Leg~!~6711~!~VHTQZ~!~Local__lcVJrjs","2019-01-23 03:06:37.000","2019-01-27 04:00:00.000","2019-01-27 05:15:00.000","",,,,
"MECH_MAINT_VHVXK_190422T20:21__jwpDa7c",,"QF_6102_MEL_SYD_19-04-23","MEL","SYD","6102","QF","","2019-04-22 20:40:58.000","gui:319288:actiontag:Create Flight-Leg~!~6102~!~VHVXK~!~Local__C27-32U","Create Flight-Leg","MECH_MAINT_VHVXK_190422T20:21","MAINT","MECH","319288","2019-04-22 20:21:06.000","QF_6102_MEL_SYD_19-04-23__sd6TwI4","gui:319288:actiontag:Create Flight-Leg~!~6102~!~VHVXK~!~Local__C27-32U","2019-04-22 20:38:48.000","2019-04-23 00:15:00.000","2019-04-23 01:40:00.000","",,,,
"MECH-QLK_AOG_VHQOR_190423T01:51__RBEZDzY",,"QF_6671_ROK_BNE_19-04-23","ROK","BNE","6671","QF","","2019-04-23 02:17:07.000","gui:202727:actiontag:Create Flight-Leg~!~6671~!~VHQOR~!~Local__Rw502t0","Create Flight-Leg","MECH-QLK_AOG_VHQOR_190423T01:51","AOG","MECH-QLK","202727","2019-04-23 01:51:04.000","QF_6671_ROK_BNE_19-04-23__F5jD04c","gui:202727:actiontag:Create Flight-Leg~!~6671~!~VHQOR~!~Local__Rw502t0","2019-04-23 02:16:59.000","2019-04-23 08:00:00.000","2019-04-23 09:10:00.000","",,,,
"MECH-QLK_AOG_VHQOM_190423T06:56__desCgZA",,"QF_6672_HTI_CNS_19-04-24","HTI","CNS","6672","QF","","2019-04-23 06:56:27.000","gui:202727:actiontag:Create Flight-Leg~!~6672~!~VHQOM~!~Local___siI9os","Create Flight-Leg","MECH-QLK_AOG_VHQOM_190423T06:56","AOG","MECH-QLK","202727","2019-04-23 06:56:01.000","QF_6672_HTI_CNS_19-04-24__4BzU3VE","gui:202727:actiontag:Create Flight-Leg~!~6672~!~VHQOM~!~Local___siI9os","2019-04-23 06:54:49.000","2019-04-24 02:30:00.000","2019-04-24 03:45:00.000","",,,,
"MECH-QLK_AOG_VHNHC_190423T00:16__WvIfhZ0",,"QF_6681_KTA_LEA_19-04-23","KTA","LEA","6681","QF","","2019-04-23 01:33:29.000","gui:197721:actiontag:Create Flight-Leg~!~6681~!~VHNHQ~!~Local__PPikqlA","Create Flight-Leg","MECH-QLK_AOG_VHNHC_190423T00:16","AOG","MECH-QLK","197721","2019-04-23 00:16:22.000","QF_6681_KTA_LEA_19-04-23__bhHNBOE","gui:197721:actiontag:Create Flight-Leg~!~6681~!~VHNHQ~!~Local__PPikqlA","2019-04-23 01:33:14.000","2019-04-23 02:00:00.000","2019-04-23 02:40:00.000","",,,,
"PLAN-QLK_ALL_190421T15:35__ZUb-iEk",,"QF_6681_LEA_PER_19-04-24","LEA","PER","6681","QF","","2019-04-23 06:37:06.000","gui:202726:actiontag:Create Flight-Leg~!~6681~!~VHNHC~!~Local__AM8I13M","Create Flight-Leg","PLAN-QLK_ALL_190421T15:35","ALL","PLAN-QLK","108658","2019-04-21 15:35:21.000","QF_6681_LEA_PER_19-04-24__xWchbEs","gui:202726:actiontag:Create Flight-Leg~!~6681~!~VHNHC~!~Local__AM8I13M","2019-04-23 06:36:09.000","2019-04-24 05:10:00.000","2019-04-24 07:00:00.000","",,,,
"MECH_MAINT_VHOEG_190202T19:57__e22l1bY",,"QF_6015_SYD_HKG_19-02-03","SYD","HKG","6015","QF","","2019-02-02 21:31:56.000","gui:bco07:actiontag:Create Flight-Leg~!~6015~!~VHOEF~!~Local__jiRdc1E","Create Flight-Leg","MECH_MAINT_VHOEG_190202T19:57","MAINT","MECH","bco07","2019-02-02 19:57:10.000","QF_6015_SYD_HKG_19-02-03__pivJq8A","gui:bco07:actiontag:Create Flight-Leg~!~6015~!~VHOEF~!~Local__jiRdc1E","2019-02-02 21:30:49.000","2019-02-03 02:30:00.000","2019-02-03 11:40:00.000","",,,,
"OPER-QLK_MVT_190604T22:16__zngxNsU",,"QF_6710_CBR_SYD_19-06-05","CBR","SYD","6710","QF","","2019-06-04 22:25:42.000","gui:202727:actiontag:Create Flight-Leg~!~6710~!~VHLQD~!~Local__oFPXPu8","Create Flight-Leg","OPER-QLK_MVT_190604T22:16","MVT","OPER-QLK","202727","2019-06-04 22:16:49.000","QF_6710_CBR_SYD_19-06-05__bMtTq2c","gui:202727:actiontag:Create Flight-Leg~!~6710~!~VHLQD~!~Local__oFPXPu8","2019-06-04 22:25:21.000","2019-06-05 04:20:00.000","2019-06-05 05:15:00.000","",,,,
"MECH_AOG_VHVXH_190603T03:47__9pUO6ag",,"QF_6113_BNE_MEL_19-06-05","BNE","MEL","6113","QF","","2019-06-04 08:43:01.000","gui:156475:actiontag:Create Flight-Leg~!~6113~!~VHVXH~!~Local__KYRPSHc","Create Flight-Leg","MECH_AOG_VHVXH_190603T03:47","AOG","MECH","317357","2019-06-03 03:47:53.000","QF_6113_BNE_MEL_19-06-05__0QC9pmQ","gui:156475:actiontag:Create Flight-Leg~!~6113~!~VHVXH~!~Local__KYRPSHc","2019-06-04 08:40:24.000","2019-06-05 01:00:00.000","2019-06-05 03:25:00.000","",,,,
"MECH-QLK_MAINT_VHQOR_190604T08:04__DvD_614",,"QF_6711_CBR_SYD_19-06-05","CBR","SYD","6711","QF","","2019-06-04 08:46:12.000","gui:lka15:actiontag:Create Flight-Leg~!~6711~!~VHLQD~!~Local__tB4H6qQ","Create Flight-Leg","MECH-QLK_MAINT_VHQOR_190604T08:04","MAINT","MECH-QLK","lka15","2019-06-04 08:04:40.000","QF_6711_CBR_SYD_19-06-05___jWvgbg","gui:lka15:actiontag:Create Flight-Leg~!~6711~!~VHLQD~!~Local__tB4H6qQ","2019-06-04 08:44:45.000","2019-06-04 21:40:00.000","2019-06-04 22:35:00.000","",,,,
"MECH_AOG_VHVXH_190603T03:47__7LdEZGQ",,"QF_6114_MEL_BNE_19-06-06","MEL","BNE","6114","QF","","2019-06-04 08:43:01.000","gui:156475:actiontag:Create Flight-Leg~!~6114~!~VHVXH~!~Local__nCxNLc4","Create Flight-Leg","MECH_AOG_VHVXH_190603T03:47","AOG","MECH","317357","2019-06-03 03:47:53.000","QF_6114_MEL_BNE_19-06-06__mdClPe4","gui:156475:actiontag:Create Flight-Leg~!~6114~!~VHVXH~!~Local__nCxNLc4","2019-06-04 08:41:03.000","2019-06-06 00:00:00.000","2019-06-06 02:10:00.000","",,,,
"OPER_OTHER_190217T00:55__7PE6FDo",,"QF_6111_PER_KGI_19-02-18","PER","KGI","6111","QF","","2019-02-17 00:55:29.000","gui:fst11:actiontag:Create Flight-Leg~!~6111~!~VHXZO~!~Local__quTSrVE","Create Flight-Leg","OPER_OTHER_190217T00:55","OTHER","OPER","fst11","2019-02-17 00:55:26.000","QF_6111_PER_KGI_19-02-18__1Z8i-uA","gui:fst11:actiontag:Create Flight-Leg~!~6111~!~VHXZO~!~Local__quTSrVE","2019-02-17 00:39:54.000","2019-02-18 03:15:00.000","2019-02-18 04:20:00.000","",,,,
"OPER-QLK_Commercial_190217T01:09__RV1rI_k",,"QF_6200_PER_KGI_19-02-18","PER","KGI","6200","QF","","2019-02-17 01:09:43.000","gui:cha17:actiontag:Create Flight-Leg~!~6200~!~VHNXH~!~Local__hEsC2ag","Create Flight-Leg","OPER-QLK_Commercial_190217T01:09","Commercial","OPER-QLK","cha17","2019-02-17 01:09:33.000","QF_6200_PER_KGI_19-02-18__RJOGRD0","gui:cha17:actiontag:Create Flight-Leg~!~6200~!~VHNXH~!~Local__hEsC2ag","2019-02-17 01:00:39.000","2019-02-18 03:00:00.000","2019-02-18 04:05:00.000","",,,,
"OPER_PORT_MEL_190509T08:49__h2ukowk",,"QF_6114_BNE_SYD_19-05-09","BNE","SYD","6114","QF","","2019-05-09 08:49:51.000","gui:319288:actiontag:Create Flight-Leg~!~6114~!~VHVXM~!~Local__BEZNvLc","Create Flight-Leg","OPER_PORT_MEL_190509T08:49","PORT","OPER","319288","2019-05-09 08:49:50.000","QF_6114_BNE_SYD_19-05-09__Sf_92Vg","gui:319288:actiontag:Create Flight-Leg~!~6114~!~VHVXM~!~Local__BEZNvLc","2019-05-09 08:46:19.000","2019-05-09 11:00:00.000","2019-05-09 12:35:00.000","",,,,
"MECH-QLK_AOG_VHTQH_190509T21:38__vrHvNVE",,"QF_6713_CBR_SYD_19-05-10","CBR","SYD","6713","QF","","2019-05-09 22:04:47.000","gui:179598:actiontag:Create Flight-Leg~!~6713~!~VHTQH~!~Local__xbMrtjA","Create Flight-Leg","MECH-QLK_AOG_VHTQH_190509T21:38","AOG","MECH-QLK","179598","2019-05-09 21:38:36.000","QF_6713_CBR_SYD_19-05-10__3mmKA2E","gui:179598:actiontag:Create Flight-Leg~!~6713~!~VHTQH~!~Local__xbMrtjA","2019-05-09 22:04:27.000","2019-05-10 00:30:00.000","2019-05-10 01:25:00.000","",,,,
"OPER-QLK_MVT_190509T03:39__7klbC20",,"QF_6710_SYD_BNE_19-05-10","SYD","BNE","6710","QF","","2019-05-09 07:27:34.000","gui:cpe97:actiontag:Create Flight-Leg~!~6710~!~VHSBJ~!~Local__9oYY1Qg","Create Flight-Leg","OPER-QLK_MVT_190509T03:39","MVT","OPER-QLK","cre27","2019-05-09 03:39:01.000","QF_6710_SYD_BNE_19-05-10__qbdBR2c","gui:cpe97:actiontag:Create Flight-Leg~!~6710~!~VHSBJ~!~Local__9oYY1Qg","2019-05-09 07:26:43.000","2019-05-10 01:00:00.000","2019-05-10 03:00:00.000","",,,,
"PLAN_MAINT-INT_190312T22:46__B1LVAw0",,"QF_6017_BNE_SIN_19-03-17","BNE","SIN","6017","QF","","2019-03-12 22:46:15.000","gui:fst11:actiontag:Create Flight-Leg~!~6017~!~VHEBP~!~Local__7zq-o4s","Create Flight-Leg","PLAN_MAINT-INT_190312T22:46","MAINT-INT","PLAN","fst11","2019-03-12 22:46:06.000","QF_6017_BNE_SIN_19-03-17__1GzwJ7I","gui:fst11:actiontag:Create Flight-Leg~!~6017~!~VHEBP~!~Local__7zq-o4s","2019-03-12 22:44:53.000","2019-03-16 22:10:00.000","2019-03-17 06:15:00.000","",,,,
"OPER-QLK_MVT_190312T19:11__DeCgk08",,"QF_6711_SYD_SYD_19-03-13","SYD","SYD","6711","QF","","2019-03-12 20:26:15.000","gui:cpe97:actiontag:Create Flight-Leg~!~6711~!~VHSBT~!~Local__J7xLYls","Create Flight-Leg","OPER-QLK_MVT_190312T19:11","MVT","OPER-QLK","cpe97","2019-03-12 19:11:27.000","QF_6711_SYD_SYD_19-03-13__S6QtIQg","gui:cpe97:actiontag:Create Flight-Leg~!~6711~!~VHSBT~!~Local__J7xLYls","2019-03-12 20:26:12.000","2019-03-13 00:00:00.000","2019-03-13 01:00:00.000","",,,,
"MECH_MAINT_VHOEG_190202T19:57__Mv8A9E0",,"QF_6001_MEL_SYD_19-02-04","MEL","SYD","6001","QF","","2019-02-03 00:27:30.000","gui:bco07:actiontag:Create Flight-Leg~!~6001~!~VHOEF~!~Local__SOJa4-0","Create Flight-Leg","MECH_MAINT_VHOEG_190202T19:57","MAINT","MECH","bco07","2019-02-02 19:57:10.000","QF_6001_MEL_SYD_19-02-04__DbXiWgE","gui:bco07:actiontag:Create Flight-Leg~!~6001~!~VHOEF~!~Local__SOJa4-0","2019-02-03 00:16:05.000","2019-02-04 00:00:00.000","2019-02-04 01:25:00.000","",,,,
"MECH_AOG_VHQOW_190116T16:48__eqVyDPw",,"QF_6718_CBR_SYD_19-01-17","CBR","SYD","6718","QF","","2019-01-16 18:06:44.000","gui:196384:actiontag:Create Flight-Leg~!~6718~!~VHLQF~!~Local__HneKqZU","Create Flight-Leg","MECH_AOG_VHQOW_190116T16:48","AOG","MECH","202525","2019-01-16 16:48:38.000","QF_6718_CBR_SYD_19-01-17__gIWe3cI","gui:196384:actiontag:Create Flight-Leg~!~6718~!~VHLQF~!~Local__HneKqZU","2019-01-16 18:05:54.000","2019-01-17 01:10:00.000","2019-01-17 02:05:00.000","",,,,
"MECH_MAINT_VHEBJ_190117T00:43__1b_3_sY",,"QF_6138_MEL_SYD_19-01-17","MEL","SYD","6138","QF","","2019-01-17 01:03:50.000","gui:317357:actiontag:Create Flight-Leg~!~6138~!~VHEBJ~!~Local__Syc-t-8","Create Flight-Leg","MECH_MAINT_VHEBJ_190117T00:43","MAINT","MECH","317357","2019-01-17 00:43:45.000","QF_6138_MEL_SYD_19-01-17__EhS4Bmo","gui:317357:actiontag:Create Flight-Leg~!~6138~!~VHEBJ~!~Local__Syc-t-8","2019-01-17 01:03:16.000","2019-01-17 03:55:00.000","2019-01-17 05:20:00.000","",,,,
"MECH-QLK_MAINT_VHVQS_190213T08:30__ysHB5PI",,"QF_6681_KTA_PER_19-02-13","KTA","PER","6681","QF","","2019-02-13 08:30:22.000","gui:622986:actiontag:Create Flight-Leg~!~6681~!~VHVQS~!~Local__xle9-5E","Create Flight-Leg","MECH-QLK_MAINT_VHVQS_190213T08:30","MAINT","MECH-QLK","622986","2019-02-13 08:30:20.000","QF_6681_KTA_PER_19-02-13__AR63744","gui:622986:actiontag:Create Flight-Leg~!~6681~!~VHVQS~!~Local__xle9-5E","2019-02-13 08:29:56.000","2019-02-13 09:00:00.000","2019-02-13 11:00:00.000","",,,,
"MECH-QLK_AOG_VHQON_190214T09:18__bTxmQkQ",,"QF_6671_RMA_BNE_19-02-15","RMA","BNE","6671","QF","","2019-02-14 09:32:27.000","gui:179575:actiontag:Create Flight-Leg~!~6671~!~VHQON~!~Local__2kD_DLc","Create Flight-Leg","MECH-QLK_AOG_VHQON_190214T09:18","AOG","MECH-QLK","179575","2019-02-14 09:18:43.000","QF_6671_RMA_BNE_19-02-15__N3gyyfA","gui:179575:actiontag:Create Flight-Leg~!~6671~!~VHQON~!~Local__2kD_DLc","2019-02-14 09:32:10.000","2019-02-15 00:30:00.000","2019-02-15 01:40:00.000","",,,,
"MECH-QLK_AOG_VHNHZ_190212T11:09__A_XzOXk",,"QF_6681_PBO_PER_19-02-13","PBO","PER","6681","QF","","2019-02-13 02:21:31.000","gui:612184:actiontag:Create Flight-Leg~!~6681~!~VHNHZ~!~Local__KpjyT6M","Create Flight-Leg","MECH-QLK_AOG_VHNHZ_190212T11:09","AOG","MECH-QLK","202726","2019-02-12 11:09:09.000","QF_6681_PBO_PER_19-02-13__2sKfpqU","gui:612184:actiontag:Create Flight-Leg~!~6681~!~VHNHZ~!~Local__KpjyT6M","2019-02-13 02:21:19.000","2019-02-13 09:30:00.000","2019-02-13 11:10:00.000","",,,,
"MECH_MAINT_VHEBM_190130T22:58__zXLIJHQ",,"QF_6104_SYD_MEL_19-01-31","SYD","MEL","6104","QF","","2019-01-31 00:19:54.000","gui:319288:actiontag:Create Flight-Leg~!~6104~!~VHEBM~!~Local__ZjrL2Zg","Create Flight-Leg","MECH_MAINT_VHEBM_190130T22:58","MAINT","MECH","931728","2019-01-30 22:58:48.000","QF_6104_SYD_MEL_19-01-31__UcnJfkQ","gui:319288:actiontag:Create Flight-Leg~!~6104~!~VHEBM~!~Local__ZjrL2Zg","2019-01-31 00:19:31.000","2019-01-31 07:45:00.000","2019-01-31 09:20:00.000","",,,,
"MECH_MAINT_VHEBM_190130T22:58__znVzf-U",,"QF_6114_SYD_MEL_19-01-31","SYD","MEL","6114","QF","","2019-01-31 01:23:18.000","gui:319288:actiontag:Create Flight-Leg~!~6114~!~VHEBM~!~Local__ctJExMk","Create Flight-Leg","MECH_MAINT_VHEBM_190130T22:58","MAINT","MECH","931728","2019-01-30 22:58:48.000","QF_6114_SYD_MEL_19-01-31__KgmPkcM","gui:319288:actiontag:Create Flight-Leg~!~6114~!~VHEBM~!~Local__ctJExMk","2019-01-31 01:22:24.000","2019-01-31 08:15:00.000","2019-01-31 09:50:00.000","",,,,
"PLAN-QLK_ALL_190129T06:32__ptyznjA",,"QF_6681_LEA_PER_19-01-30","LEA","PER","6681","QF","","2019-01-29 20:40:28.000","gui:202726:actiontag:Create Flight-Leg~!~6681~!~VHNHM~!~Local__0lwzy6E","Create Flight-Leg","PLAN-QLK_ALL_190129T06:32","ALL","PLAN-QLK","196474","2019-01-29 06:32:36.000","QF_6681_LEA_PER_19-01-30__QTsq7us","gui:202726:actiontag:Create Flight-Leg~!~6681~!~VHNHM~!~Local__0lwzy6E","2019-01-29 20:39:35.000","2019-01-30 04:50:00.000","2019-01-30 06:40:00.000","",,,,
"MECH_MAINT_VHXZB_190404T20:07__Q1-vNOA",,"QF_6115_ADL_SYD_19-04-05","ADL","SYD","6115","QF","","2019-04-05 00:21:02.000","gui:DIN05:actiontag:Create Flight-Leg~!~6115~!~VHXZB~!~Local__X7i6crs","Create Flight-Leg","MECH_MAINT_VHXZB_190404T20:07","MAINT","MECH","din05","2019-04-04 20:07:52.000","QF_6115_ADL_SYD_19-04-05__v493src","gui:DIN05:actiontag:Create Flight-Leg~!~6115~!~VHXZB~!~Local__X7i6crs","2019-04-05 00:19:24.000","2019-04-05 05:20:00.000","2019-04-05 07:10:00.000","",,,,
"PLAN-QLK_ALL_190409T00:09__GSLm4zQ",,"QF_6200_CBR_BNE_19-04-09","CBR","BNE","6200","QF","","2019-04-09 00:09:12.000","gui:607159:actiontag:Create Flight-Leg~!~6200~!~VHNXG~!~Local__h2YNZks","Create Flight-Leg","PLAN-QLK_ALL_190409T00:09","ALL","PLAN-QLK","607159","2019-04-09 00:09:10.000","QF_6200_CBR_BNE_19-04-09__ziQcfcI","gui:607159:actiontag:Create Flight-Leg~!~6200~!~VHNXG~!~Local__h2YNZks","2019-04-09 00:04:20.000","2019-04-09 04:30:00.000","2019-04-09 06:15:00.000","",,,,
"MECH-QLK_AOG_VHTQS_190505T05:10__M4tMfko",,"QF_6710_SYD_LDH_19-05-06","SYD","LDH","6710","QF","","2019-05-05 05:34:35.000","gui:179598:actiontag:Create Flight-Leg~!~6710~!~VHTQX~!~Local__b3CFJyg","Create Flight-Leg","MECH-QLK_AOG_VHTQS_190505T05:10","AOG","MECH-QLK","179598","2019-05-05 05:10:31.000","QF_6710_SYD_LDH_19-05-06__8lnv_oA","gui:179598:actiontag:Create Flight-Leg~!~6710~!~VHTQX~!~Local__b3CFJyg","2019-05-05 05:34:17.000","2019-05-05 21:00:00.000","2019-05-05 23:05:00.000","",,,,
"MECH-QLK_AOG_VHYQV_190411T12:13__HXZOb5U",,"QF_6200_CBR_CNS_19-04-15","CBR","CNS","6200","QF","","2019-04-14 06:31:51.000","gui:197721:actiontag:Create Flight-Leg~!~6200~!~VHYQV~!~Local__6kxoITs","Create Flight-Leg","MECH-QLK_AOG_VHYQV_190411T12:13","AOG","MECH-QLK","196474","2019-04-11 12:13:05.000","QF_6200_CBR_CNS_19-04-15__4W_LrEE","gui:197721:actiontag:Create Flight-Leg~!~6200~!~VHYQV~!~Local__6kxoITs","2019-04-14 06:31:41.000","2019-04-14 22:45:00.000","2019-04-15 01:45:00.000","",,,,
"OPER-QLK_T-CREW_QF_1623_ZNE_PER_19-06-03_190603T01:49__MyN_h98",,"QF_6681_ZNE_PER_19-06-03","ZNE","PER","6681","QF","","2019-06-03 02:57:00.000","gui:612184:actiontag:Create Flight-Leg~!~6681~!~VHVQU~!~Local__SWdHLFU","Create Flight-Leg","OPER-QLK_T-CREW_QF_1623_ZNE_PER_19-06-03_190603T01:49","T-CREW","OPER-QLK","612184","2019-06-03 01:49:45.000","QF_6681_ZNE_PER_19-06-03__ducxCkE","gui:612184:actiontag:Create Flight-Leg~!~6681~!~VHVQU~!~Local__SWdHLFU","2019-06-03 02:54:05.000","2019-06-03 06:30:00.000","2019-06-03 08:20:00.000","",,,,
"MECH-QLK_AOG_VHSBG_190526T07:31__kAK1L2E",,"QF_6711_TMW_SYD_19-05-28","TMW","SYD","6711","QF","","2019-05-27 06:25:44.000","gui:cre27:actiontag:Create Flight-Leg~!~6711~!~VHSBG~!~Local__Rb9--cw","Create Flight-Leg","MECH-QLK_AOG_VHSBG_190526T07:31","AOG","MECH-QLK","196384","2019-05-26 07:31:43.000","QF_6711_TMW_SYD_19-05-28__jEamdQk","gui:cre27:actiontag:Create Flight-Leg~!~6711~!~VHSBG~!~Local__Rb9--cw","2019-05-27 06:25:28.000","2019-05-27 22:55:00.000","2019-05-28 00:05:00.000","",,,,
"PLAN-QLK_ALL_190526T21:48__1wL18wU",,"QF_6200_CBR_BNE_19-05-28","CBR","BNE","6200","QF","","2019-05-27 08:22:03.000","gui:612184:actiontag:Create Flight-Leg~!~6200~!~VHYQS~!~Local__K54LU1I","Create Flight-Leg","PLAN-QLK_ALL_190526T21:48","ALL","PLAN-QLK","195179","2019-05-26 21:48:07.000","QF_6200_CBR_BNE_19-05-28__JMvjfPI","gui:612184:actiontag:Create Flight-Leg~!~6200~!~VHYQS~!~Local__K54LU1I","2019-05-27 08:20:12.000","2019-05-28 00:00:00.000","2019-05-28 01:45:00.000","",,,,
"OPER_NON-REPORT_190601T20:59__jO1WyJw",,"QF_6201_MKY_BNE_19-06-03","MKY","BNE","6201","QF","","2019-06-02 10:47:06.000","gui:cha17:actiontag:Create Flight-Leg~!~6201~!~VHNXJ~!~Local__IijTWyU","Create Flight-Leg","OPER_NON-REPORT_190601T20:59","NON-REPORT","OPER","SVA33","2019-06-01 20:59:38.000","QF_6201_MKY_BNE_19-06-03__JnFNzdg","gui:cha17:actiontag:Create Flight-Leg~!~6201~!~VHNXJ~!~Local__IijTWyU","2019-06-02 10:46:23.000","2019-06-02 23:00:00.000","2019-06-03 00:30:00.000","",,,,
"MECH_MAINT_VHVZF_190218T19:09__jz8jreA",,"QF_6102_HBA_MEL_19-02-19","HBA","MEL","6102","QF","","2019-02-18 21:35:13.000","gui:319288:actiontag:Create Flight-Leg~!~6102~!~VHVZF~!~Local__SB3pVgI","Create Flight-Leg","MECH_MAINT_VHVZF_190218T19:09","MAINT","MECH","319288","2019-02-18 19:09:33.000","QF_6102_HBA_MEL_19-02-19__RGptG9Q","gui:319288:actiontag:Create Flight-Leg~!~6102~!~VHVZF~!~Local__SB3pVgI","2019-02-18 21:35:06.000","2019-02-18 23:30:00.000","2019-02-19 00:45:00.000","",,,,
"OPER-QLK_MVT_190219T09:23__igwgWGo",,"QF_6710_SYD_TMW_19-02-24","SYD","TMW","6710","QF","","2019-02-19 23:03:03.000","gui:cpe97:actiontag:Create Flight-Leg~!~6710~!~VHTQH~!~Local__1YJqk6A","Create Flight-Leg","OPER-QLK_MVT_190219T09:23","MVT","OPER-QLK","622148","2019-02-19 09:23:50.000","QF_6710_SYD_TMW_19-02-24__u1acEXs","gui:cpe97:actiontag:Create Flight-Leg~!~6710~!~VHTQH~!~Local__1YJqk6A","2019-02-19 23:02:06.000","2019-02-23 22:00:00.000","2019-02-23 23:15:00.000","",,,,
"MECH_MAINT_VHEBG_190219T17:26__diKyii8",,"QF_6103_SYD_MEL_19-02-20","SYD","MEL","6103","QF","","2019-02-19 18:39:10.000","gui:364016:actiontag:Create Flight-Leg~!~6103~!~VHEBG~!~Local__qr2-QlA","Create Flight-Leg","MECH_MAINT_VHEBG_190219T17:26","MAINT","MECH","fst11","2019-02-19 17:26:29.000","QF_6103_SYD_MEL_19-02-20__q-QX7lw","gui:364016:actiontag:Create Flight-Leg~!~6103~!~VHEBG~!~Local__qr2-QlA","2019-02-19 18:32:59.000","2019-02-19 23:00:00.000","2019-02-20 00:35:00.000","",,,,
"MECH_MAINT_VHOEH_190218T19:42__OXm66JA",,"QF_6001_PER_SYD_19-02-19","PER","SYD","6001","QF","","2019-02-19 00:49:47.000","gui:SVA33:actiontag:AirDiversion Flight-Leg~!~6001~!~PER~!~Local__BcOIMfk","AirDiversion Flight-Leg","MECH_MAINT_VHOEH_190218T19:42","MAINT","MECH","jho31","2019-02-18 19:42:57.000","QF_6001_PER_SYD_19-02-19__xH0VHXE","gui:SVA33:actiontag:AirDiversion Flight-Leg~!~6001~!~PER~!~Local__BcOIMfk","2019-02-19 00:43:47.000","2019-02-19 07:15:00.000","2019-02-19 11:10:00.000","","2019-02-19 07:15:00.000","2019-02-19 11:10:00.000",,
"ATFM_COBT_190310T18:13__cfdjg6k",,"QF_6112_BNE_SYD_19-03-12","BNE","SYD","6112","QF","","2019-03-10 23:15:39.000","gui:rdo53:actiontag:Create Flight-Leg~!~6112~!~VHVZB~!~Local__gXFQgio","Create Flight-Leg","ATFM_COBT_190310T18:13","COBT","ATFM","nar21","2019-03-10 18:13:29.000","QF_6112_BNE_SYD_19-03-12__rM2u1NU","gui:rdo53:actiontag:Create Flight-Leg~!~6112~!~VHVZB~!~Local__gXFQgio","2019-03-10 23:15:07.000","2019-03-11 19:00:00.000","2019-03-11 20:30:00.000","",,,,
"MECH-QLK_AOG_VHSBG_190513T04:15__7rj6I20",,"QF_6712_ABX_SYD_19-05-15","ABX","SYD","6712","QF","","2019-05-14 20:23:45.000","gui:202727:actiontag:Create Flight-Leg~!~6712~!~VHSBG~!~Local__1tVgh2o","Create Flight-Leg","MECH-QLK_AOG_VHSBG_190513T04:15","AOG","MECH-QLK","211872","2019-05-13 04:15:05.000","QF_6712_ABX_SYD_19-05-15__v6PikM0","gui:202727:actiontag:Create Flight-Leg~!~6712~!~VHSBG~!~Local__1tVgh2o","2019-05-14 20:23:29.000","2019-05-15 03:20:00.000","2019-05-15 04:45:00.000","",,,,
